,leaf,compl,spec,area,perim,tip,base,l.max,r.max,EFN1.type,EFN1.side,EFN1.max.1,EFN1.bowl.max.1,EFN1.bowl.max.2,EFN1.max.2,EFN1.min.1,EFN1.bowl.min.1,EFN1.bowl.min.2,EFN1.min.2,EFN1.vein,EFN1.margin,EFN1.base,EFN1.tip,EFN2.type,EFN2.side,EFN2.max.1,EFN2.bowl.max.1,EFN2.bowl.max.2,EFN2.max.2,EFN2.min.1,EFN2.bowl.min.1,EFN2.bowl.min.2,EFN2.min.2,EFN2.vein,EFN2.margin,EFN2.base,EFN2.tip,EFN3.type,EFN3.side,EFN3.max.1,EFN3.bowl.max.1,EFN3.bowl.max.2,EFN3.max.2,EFN3.min.1,EFN3.bowl.min.1,EFN3.bowl.min.2,EFN3.min.2,EFN3.vein,EFN3.margin,EFN3.base,EFN3.tip,EFN4.type,EFN4.side,EFN4.max.1,EFN4.bowl.max.1,EFN4.bowl.max.2,EFN4.max.2,EFN4.min.1,EFN4.bowl.min.1,EFN4.bowl.min.2,EFN4.min.2,EFN4.vein,EFN4.margin,EFN4.base,EFN4.tip,EFN5.type,EFN5.side,EFN5.max.1,EFN5.bowl.max.1,EFN5.bowl.max.2,EFN5.max.2,EFN5.min.1,EFN5.bowl.min.1,EFN5.bowl.min.2,EFN5.min.2,EFN5.vein,EFN5.margin,EFN5.base,EFN5.tip,EFN6.type,EFN6.side,EFN6.max.1,EFN6.bowl.max.1,EFN6.bowl.max.2,EFN6.max.2,EFN6.min.1,EFN6.bowl.min.1,EFN6.bowl.min.2,EFN6.min.2,EFN6.vein,EFN6.margin,EFN6.base,EFN6.tip,EFN7.type,EFN7.side,EFN7.max.1,EFN7.bowl.max.1,EFN7.bowl.max.2,EFN7.max.2,EFN7.min.1,EFN7.bowl.min.1,EFN7.bowl.min.2,EFN7.min.2,EFN7.vein,EFN7.margin,EFN7.base,EFN7.tip,EFN8.type,EFN8.side,EFN8.max.1,EFN8.bowl.max.1,EFN8.bowl.max.2,EFN8.max.2,EFN8.min.1,EFN8.bowl.min.1,EFN8.bowl.min.2,EFN8.min.2,EFN8.vein,EFN8.margin,EFN8.base,EFN8.tip,EFN9.type,EFN9.side,EFN9.max.1,EFN9.bowl.max.1,EFN9.bowl.max.2,EFN9.max.2,EFN9.min.1,EFN9.bowl.min.1,EFN9.bowl.min.2,EFN9.min.2,EFN9.vein,EFN9.margin,EFN9.base,EFN9.tip,EFN10.type,EFN10.side,EFN10.max.1,EFN10.bowl.max.1,EFN10.bowl.max.2,EFN10.max.2,EFN10.min.1,EFN10.bowl.min.1,EFN10.bowl.min.2,EFN10.min.2,EFN10.vein,EFN10.margin,EFN10.base,EFN10.tip,EFN11.type,EFN11.side,EFN11.max.1,EFN11.bowl.max.1,EFN11.bowl.max.2,EFN11.max.2,EFN11.min.1,EFN11.bowl.min.1,EFN11.bowl.min.2,EFN11.min.2,EFN11.vein,EFN11.margin,EFN11.base,EFN11.tip,EFN12.type,EFN12.side,EFN12.max.1,EFN12.bowl.max.1,EFN12.bowl.max.2,EFN12.max.2,EFN12.min.1,EFN12.bowl.min.1,EFN12.bowl.min.2,EFN12.min.2,EFN12.vein,EFN12.margin,EFN12.base,EFN12.tip,EFN13.type,EFN13.side,EFN13.max.1,EFN13.bowl.max.1,EFN13.bowl.max.2,EFN13.max.2,EFN13.min.1,EFN13.bowl.min.1,EFN13.bowl.min.2,EFN13.min.2,EFN13.vein,EFN13.margin,EFN13.base,EFN13.tip,EFN14.type,EFN14.side,EFN14.max.1,EFN14.bowl.max.1,EFN14.bowl.max.2,EFN14.max.2,EFN14.min.1,EFN14.bowl.min.1,EFN14.bowl.min.2,EFN14.min.2,EFN14.vein,EFN14.margin,EFN14.base,EFN14.tip,EFN15.type,EFN15.side,EFN15.max.1,EFN15.bowl.max.1,EFN15.bowl.max.2,EFN15.max.2,EFN15.min.1,EFN15.bowl.min.1,EFN15.bowl.min.2,EFN15.min.2,EFN15.vein,EFN15.margin,EFN15.base,EFN15.tip,EFN16.type,EFN16.side,EFN16.max.1,EFN16.bowl.max.1,EFN16.bowl.max.2,EFN16.max.2,EFN16.min.1,EFN16.bowl.min.1,EFN16.bowl.min.2,EFN16.min.2,EFN16.vein,EFN16.margin,EFN16.base,EFN16.tip,EFN17.type,EFN17.side,EFN17.max.1,EFN17.bowl.max.1,EFN17.bowl.max.2,EFN17.max.2,EFN17.min.1,EFN17.bowl.min.1,EFN17.bowl.min.2,EFN17.min.2,EFN17.vein,EFN17.margin,EFN17.base,EFN17.tip
Misc,,,,,,,,,,,,1.135414021,0.402124359,0.254238077,0.18,,,,,,,,,,,1.307545028,0.509118847,0.243248844,0.164784708,,,,,,,,,,,1.5625188,0.658401853,0.364462618,0.336251394,,,,,,,,,,,1.04217321,0.458940083,#VALUE!,#VALUE!,,,,,,,,,,,1.491839469,0.522804935,0.325677755,0.261093853,,,,,,,,,,,1.360654254,0.271271082,0.259023165,0.108747414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,8,M,annamensis_100191,,,116.071,162.101,144.399,145.669,La,L,157.621,157.692,158.009,158.115,157.734,157.79,157.889,157.932,157.517,158.29,NA,NA,La,L,158.983,159.036,159.131,159.274,158.919,159.004,159.142,159.221,158.644,159.385,NA,NA,La,L,159.994,160.062,160.152,160.195,159.946,160.041,160.216,160.295,159.66,160.475,NA,NA,La,L,160.92,161.004,161.189,161.279,160.972,161.052,161.163,161.221,160.512,161.454,NA,NA,La,R,160.203,160.119,159.808,159.731,159.829,159.872,160.062,160.119,159.103,160.57,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,132.108,124.989,135.975,117.009,,,128.919,128.877,128.665,128.587,128.616,128.686,128.813,128.856,128.386,129.291,NA,NA,,,128.138,128.069,127.921,127.794,127.905,127.958,128.042,128.079,127.471,128.402,NA,NA,,,127.259,127.148,126.984,126.878,127.026,127.069,127.111,127.169,126.645,127.609,NA,NA,,,126.455,126.402,126.18,126.137,126.196,126.243,126.36,126.402,125.799,126.64,NA,NA,,,124.686,124.636,124.446,124.382,124.756,124.7,124.488,124.432,124.975,123.987,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,M because specimen is dark and it's difficult to make out EFNs,,,,,,,,,,0.595197446,0.311133412,0.381356788,0.161027948,,,,,,,,,,,0.450574078,0.348539811,0.175866427,0.161554944,,,,,,,,,,,0.43076908,0.377160443,0.187072179,0.179969442,,,,,,,,,,,0.479588365,0.323167139,0.288979238,0.161276161,,,,,,,,,,,0.561426754,0.434828702,0.364446155,0.284682279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,9,M,annamensis_100191,,,261.514,243.776,245.173,263.779,La,L,243.565,243.628,243.699,243.734,243.84,243.755,243.614,243.53,245.3,242.775,NA,NA,La,L,243.939,NA,NA,243.642,243.946,NA,NA,243.699,245.427,243.276,NA,NA,La,L,244.383,NA,NA,244.616,244.648,NA,NA,244.383,245.385,243.438,NA,NA,La,L,244.422,244.512,244.623,244.665,244.644,244.607,244.507,244.39,245.406,243.522,NA,NA,La,L,244.533,244.56,244.655,244.697,244.406,244.48,244.65,244.782,245.417,243.84,NA,NA,La,R,246.331,246.394,246.528,246.549,246.345,246.443,246.563,246.641,246.93,246.888,NA,NA,La,R,248.306,248.32,248.405,248.447,248.253,248.303,248.449,248.513,247.876,249.146,NA,NA,La,R,251.053,251.074,251.169,251.206,250.994,251.068,251.201,251.344,250.412,251.957,NA,NA,La,R,251.862,251.901,251.94,251.968,251.845,251.887,251.95,252.042,251.418,253.127,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,86.635,135.445,107.103,115.633,,,117.651,117.905,118.117,118.265,117.976,117.997,118.025,118.061,117.941,118.039,NA,NA,,,122.957,NA,NA,123.38,123.261,NA,NA,123.084,123.204,123.268,NA,NA,,,125.074,NA,NA,125.476,125.211,NA,NA,125.409,125.317,125.338,NA,NA,,,127.259,127.381,127.513,127.624,127.259,127.413,127.524,127.624,127.407,127.455,NA,NA,,,131.297,131.397,131.704,131.821,131.604,131.593,131.556,131.524,131.535,131.678,NA,NA,,,133.604,133.491,133.286,133.195,133.336,133.378,133.421,133.477,130.778,133.858,NA,NA,,,131.205,131.149,130.81,130.725,130.9,130.921,131.022,131.051,130.161,132.186,NA,NA,,,128.942,128.847,128.545,128.445,128.64,128.683,128.736,128.778,128.037,129.736,NA,NA,,,127.582,127.512,127.385,127.332,127.409,127.427,127.459,127.497,126.974,128.524,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,M because specimen is dark and it's difficult to make out EFNs,,,,,,,,,,0.636833573,0.321442063,0.223573254,0.143753261,,,,,,,,,,,0.516853945,0.303871683,#VALUE!,#VALUE!,,,,,,,,,,,0.464642874,0.330800544,#VALUE!,#VALUE!,,,,,,,,,,,0.438490593,0.444680784,0.172467388,0.149402142,,,,,,,,,,,0.549064659,0.384416441,0.321362723,0.173979884,,,,,,,,,,,0.463470603,0.327867351,0.244910188,0.127471565,,,,,,,,,,,0.500280921,0.300667591,0.34949392,0.177530279,,,,,,,,,,,0.520017307,0.376223338,0.31658964,0.143171226,,,,,,,,,,,0.271543735,0.215761442,0.132853303,0.070661163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,10,M,annamensis_100191,,,114.956,158.665,144.78,136.398,La,L,150.881,150.876,150.855,150.844,150.691,150.775,150.95,151.035,149.865,151.892,NA,NA,La,L,153.215,153.21,153.236,153.241,153.035,153.098,153.273,153.352,152.167,154.277,NA,NA,La,L,155.046,155.074,155.166,155.194,154.954,155.032,155.187,155.265,154.347,156.245,NA,NA,La,R,157.311,157.215,156.967,156.887,157.057,157.062,157.099,157.12,156.819,157.284,NA,NA,La,R,155.914,155.956,156.041,156.067,155.866,155.94,156.088,156.125,155.818,156.157,NA,NA,La,R,154.755,154.633,154.427,154.347,154.58,154.57,154.559,154.538,154.538,154.638,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,152.506,134.366,151.955,133.604,,,144.764,144.711,144.468,144.41,144.632,144.627,144.589,144.595,143.579,145.42,NA,NA,,,141.653,141.573,141.33,141.224,141.446,141.441,141.462,141.462,140.582,142.282,NA,NA,,,137.492,137.379,137.16,137.061,137.216,137.252,137.28,137.308,136.906,137.576,NA,NA,,,133.921,133.906,133.874,133.874,134.054,133.969,133.81,133.757,134.525,133.498,NA,NA,,,134.011,133.895,133.689,133.588,133.736,133.757,133.8,133.821,134.34,133.249,NA,NA,,,133.44,133.435,133.424,133.435,133.609,133.482,133.361,133.276,134.075,132.974,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,Estimated,,,0.355928364,0.345984104,0.243905719,0.179078195,,,,,,,,,,,0.429787157,0.317403529,0.244386988,0.176255496,,,,,,,,,,,0.455702754,0.32432237,0.23753947,0.15750873,#VALUE!,,,,,,,,,,0.426597,0.3036083,0.250055994,0.163248277,,,,,,,,,,,0.449819964,0.272591269,0.222847481,0.154120083,,,,,,,,,,,0.408030636,0.335638198,0.20629348,0.121498971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,11,M,annamensis_100191,,,181.716,237.342,217.233,198.268,La,L,221.393,221.488,221.731,221.848,221.202,221.34,221.784,221.922,220.324,222.684,NA,NA,La,L,224.388,224.345,224.24,224.229,224.017,224.176,224.462,224.599,222.779,225.584,NA,NA,La,L,226.663,226.663,226.557,226.494,226.293,226.399,226.716,226.854,225.372,228.886,NA,NA,La,L,229.44,NA,NA,229.955,229.651,229.672,229.672,229.679,228.388,231.764,NA,NA,La,R,228.589,228.515,228.42,228.452,228.663,228.431,228.145,228.06,228.798,228.332,NA,NA,La,R,215.053,NA,NA,215.23,215.399,NA,NA,214.983,215.717,214.39,NA,NA,La,R,208.227,208.153,207.828,207.666,207.758,207.835,208.026,208.075,208.83,207.454,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,264.985,217.89,252.137,228.939,,,245.724,245.554,245.163,245.036,245.131,245.195,245.417,245.523,244.507,246.115,NA,NA,,,241.543,241.416,240.93,240.877,241.194,241.184,241.109,241.12,240.549,242.475,NA,NA,,,236.336,236.178,235.617,235.532,236.008,235.998,235.924,235.902,235.617,237.268,NA,NA,,,231.055,NA,NA,231.027,230.808,230.914,231.112,231.239,230.262,232.071,NA,NA,,,220.567,220.472,220.006,219.9,220.25,220.271,220.292,220.303,222.977,218.066,NA,NA,,,224.719,NA,NA,224.204,224.571,NA,NA,224.353,226.455,221.678,NA,NA,,,225.605,225.499,225.312,225.249,225.658,225.58,225.312,225.199,228.304,223.986,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,0.824844834,0.819795096,0.460358556,0.496407091,,,,,,,,,,,0.68471673,0.586685606,0.497213234,0.295670425,,,,,,,,,,,0.821569839,0.57092644,0.57092644,0.325522657,,,,,,,,,,,0.515760603,0.431908555,#VALUE!,0.198,,,,,,,,,,,0.680924372,0.605324706,0.475584903,0.286769943,,,,,,,,,,,0.544567718,0.469659451,#VALUE!,#VALUE!,,,,,,,,,,,0.664422305,0.557826138,0.374958664,0.32909725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,12,M,ayavacense_FMNH1641941,,,231.542,181.123,206.587,206.587,MLa,L,186.796,186.605,186.288,186.055,186.542,186.499,186.412,186.372,186.944,186.436,NA,NA,MLa,L,183.938,183.674,183.473,183.25,183.705,183.642,183.557,183.504,184.256,183.6,NA,NA,MLa,L,182.132,181.977,181.737,181.497,181.949,181.906,181.793,181.737,182.443,181.857,NA,NA,MLa,R,181.942,182.047,182.174,182.308,NA,NA,NA,NA,182.612,182.16,182.15,182.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,138.917,135.996,127.423,147.934,,,131.17,131.307,131.35,131.392,131.469,131.397,131.183,131.125,132.757,131.35,NA,NA,,,132.81,132.916,133.054,133.212,133.159,133.064,132.905,132.853,134.038,132.98,NA,NA,,,134.352,134.408,134.571,134.825,134.655,134.578,134.458,134.38,135.262,134.556,NA,NA,,,137.379,137.485,137.597,137.746,NA,NA,NA,NA,137.132,137.566,137.566,137.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,Estimated,,,0.773540561,0.383713435,0.31990311,0.231008658,#VALUE!,,,,,,,,,,0.796836244,0.366110639,0.243813453,0.180294204,#VALUE!,,,,,,,,,,0.791804269,0.347230471,0.290118941,0.164830216,#VALUE!,,,,,,,,,,0.518309753,#VALUE!,0.169331037,#VALUE!,0.068249542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,13,N,ayavacense_FMNH1641941,,,209.846,226.441,204.766,221.911,MLa,L,223.28,NA,NA,224.331,NA,NA,NA,NA,223.964,223.809,223.739,223.753,MLa,R,226.766,226.836,226.85,226.857,226.66,226.737,226.914,226.991,225.665,226.815,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,152.082,198.734,183.07,175.747,,,198.938,NA,NA,199.037,NA,NA,NA,NA,198.219,199.065,199.178,199.087,,,197.527,197.351,197.146,196.878,197.16,197.21,197.302,197.337,196.808,197.217,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,,Estimated,Estimated,,,1.055652405,#VALUE!,#VALUE!,#VALUE!,0.092070625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,14,M,ayavacense_FMNH1641941,,,312.102,258,281.474,290.449,MLa,R,259.599,259.89,260.149,260.493,259.964,259.99,260.011,260.054,259.921,260.022,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,176.509,197.591,175.641,195.453,,,198.501,198.538,198.517,198.549,198.353,198.4,198.58,198.75,197.633,198.517,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Y,,,,,,0.895287663,0.407073703,0.259849957,0.18122086,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,15,N,ayavacense_FMNH1641941,,,168.169,195.629,NA,172.148,MLa,R,194.613,194.479,194.218,194.021,194.324,194.317,194.331,194.331,194.324,194.345,NA,NA,MLa,R,193.322,193.033,192.652,192.271,192.849,192.864,192.849,192.828,193.033,192.849,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,270.743,223.809,NA,235.754,,,223.633,223.605,223.598,223.605,223.816,223.753,223.517,223.499,224.042,223.583,NA,NA,,,223.464,223.379,223.379,223.534,223.576,223.52,223.266,223.153,224.176,223.464,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,54.37694324,#VALUE!,,,,,0.592661792,0.317077278,0.261093853,0.23641489,#VALUE!,,,,,,,,,,1.053328534,0.423520956,0.381,0.254442528,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,16,Y,beccarii_100207,,,64.262,112.649,93.938,78.444,La,L,111.188,111.231,111.474,111.548,110.871,111.009,111.548,111.813,109.982,112.765,NA,NA,La,R,108.091,107.985,107.548,107.463,107.696,107.724,107.809,107.837,105.473,108.874,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,218.736,178.202,217.001,183.346,,,181.113,180.996,180.213,180.054,180.499,180.552,180.689,180.732,181.06,180.456,NA,NA,,,179.606,179.585,179.522,179.493,179.747,179.67,179.366,179.303,181.744,177.073,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,63.12136663,37.05027748,,,,,1.118517322,0.970388067,0.819840228,0.556138472,#VALUE!,,,,,,,,,,0.638085417,0.465850834,0.441517837,0.315659627,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,17,Y,beccarii_100207,,,131.784,172.381,170.688,133.308,La,L,172.879,172.836,172.773,172.731,172.455,172.635,172.985,173.133,171.566,173.175,NA,NA,La,R,169.323,169.069,168.233,168.032,168.899,168.825,168.582,168.497,168.141,168.677,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,222.652,169.249,203.115,188.214,,,172.35,172.138,171.598,171.312,171.916,171.863,171.799,171.778,172.212,171.704,NA,NA,,,171.471,171.556,171.958,172.074,172.244,172.106,171.524,171.386,174.244,169.757,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
